Date,Open,High,Low,Close,Volume,Adj Close
2015-04-24,87.69,87.95,86.4,87.72,4493700,84.7115
2015-04-27,87.99,88.24,86.51,86.89,3110900,84.1435
2015-04-28,86.89,89.2,86.88,88.98,6467600,86.1674
2015-04-29,88.98,88.98,86.61,86.88,4488400,84.1338
2015-04-30,87.4,88.1,85.75,87.48,13015700,84.7149
2015-05-01,87.48,87.48,87.48,87.48,0,84.7149
2015-05-04,87.65,89.77,87.65,89.56,6953300,86.7291
2015-05-05,89.5,90.0,88.32,89.76,5104300,86.9228
2015-05-06,89.7,89.95,88.21,88.65,3942600,85.8479
2015-05-07,88.21,89.6,88.1,88.9,3096100,86.09
2015-05-08,88.63,90.6,88.63,90.39,7924600,87.5329
2015-05-11,89.51,91.0,89.51,90.85,4625600,87.9783
2015-05-12,90.12,90.12,88.84,88.99,5000300,86.1771
2015-05-13,88.72,89.69,88.41,88.59,3404600,85.7898
2015-05-14,88.41,89.0,87.81,88.08,3553100,85.2959
2015-05-15,87.73,88.9,87.73,88.47,2625400,85.6736
2015-05-18,88.01,88.89,87.61,88.63,3173100,85.8285
2015-05-19,88.35,88.99,87.65,87.78,4689200,85.0054
2015-05-20,88.4,88.4,86.65,86.94,5038500,84.1919
2015-05-21,86.9,87.8,86.7,87.07,4544800,84.3178
2015-05-22,87.17,87.47,86.51,86.73,3349900,83.9886
2015-05-25,86.73,87.19,86.35,86.87,430000,84.1241
2015-05-26,86.88,87.19,85.74,86.07,6011900,83.3494
2015-05-27,85.71,86.69,85.26,85.73,3886400,83.0202
2015-05-28,85.5,87.09,85.5,86.93,3643300,84.1822
2015-05-29,86.7,87.32,86.33,86.93,9297600,84.1822
2015-06-01,86.35,87.32,85.46,85.62,3258400,82.9136
2015-06-02,86.29,86.48,85.38,85.78,3755000,83.0686
2015-06-03,85.55,86.32,84.95,85.28,4684000,82.5844
2015-06-04,86.0,86.25,85.01,86.11,3930600,83.3882
2015-06-05,85.67,86.79,85.32,85.54,2797600,82.8362
2015-06-08,85.11,85.56,85.01,85.42,2143200,82.72
2015-06-09,85.75,87.1,85.45,86.63,5143100,83.8917
2015-06-10,87.06,87.08,86.0,86.3,5620400,83.5722
2015-06-11,86.3,86.7,85.71,86.13,4493400,83.4075
2015-06-12,86.6,86.6,85.25,86.17,2135500,83.4463
2015-06-15,86.15,86.15,84.14,84.77,4716400,82.0905
2015-06-16,84.41,87.3,84.41,86.11,5297700,83.3882
2015-06-17,86.0,87.02,84.99,85.13,5130400,82.4391
2015-06-18,85.08,87.17,85.08,86.92,3244200,84.1725
2015-06-19,86.9,87.29,86.21,87.01,15079900,84.2597
2015-06-22,87.01,87.89,86.41,87.75,2612000,84.9763
2015-06-23,87.7,88.25,87.62,87.86,3917600,85.0828
2015-06-24,87.68,88.15,87.2,87.41,6785100,84.6471
2015-06-25,87.01,87.49,86.1,86.26,9447700,83.5334
2015-06-26,85.99,86.58,85.59,86.39,3478200,83.6593
2015-06-29,85.4,86.33,83.67,84.23,5177300,81.5676
2015-06-30,84.11,86.8,84.01,86.24,10526800,83.514
2015-07-01,86.3,86.85,85.55,86.38,3692600,83.6496
2015-07-02,86.5,86.8,86.01,86.55,4502600,83.8142
2015-07-03,86.57,86.57,85.55,85.72,639100,83.0105
2015-07-06,85.67,86.7,85.09,86.53,2153000,83.7949
2015-07-07,86.53,86.8,85.41,86.64,3573500,83.9014
2015-07-08,86.54,87.62,86.5,86.96,5321700,84.2113
2015-07-09,86.95,88.15,86.86,87.91,3566100,85.1313
2015-07-10,87.52,89.79,87.21,89.43,5392200,86.6032
2015-07-13,89.65,89.87,88.46,88.93,4728100,86.119
2015-07-14,88.41,88.5,88.11,88.24,12492100,85.4508
2015-07-15,88.26,88.98,87.82,88.1,3447300,85.3153
2015-07-16,88.5,88.88,87.2,87.45,3513800,84.6858
2015-07-17,87.77,87.77,86.94,87.22,2289800,84.4631
2015-07-20,87.22,89.36,87.18,87.81,2746000,85.0344
2015-07-21,88.11,88.29,86.92,87.24,4599300,84.4824
2015-07-22,87.24,87.75,85.2,85.97,8271600,83.2526
2015-07-23,86.5,86.5,85.3,85.82,3978800,83.1073
2015-07-24,86.08,86.29,84.0,84.65,9420700,81.9743
2015-07-27,84.3,85.45,84.02,84.55,3364700,81.8775
2015-07-28,85.15,85.62,84.85,85.44,6351900,82.9783
2015-07-29,85.44,86.85,85.15,85.89,4535300,83.4153
2015-07-30,85.56,86.05,85.21,85.86,3138400,83.3862
2015-07-31,85.87,86.4,84.64,84.8,7107800,82.3567
2015-08-03,84.7,86.24,84.7,86.02,4639400,83.5416
2015-08-04,86.02,86.69,82.74,85.93,7461100,83.4542
2015-08-05,85.99,86.2,83.64,83.94,4602200,81.5215
2015-08-06,84.48,85.28,84.28,85.01,3983300,82.5607
2015-08-07,85.38,85.38,84.88,85.1,2634900,82.6481
2015-08-10,85.39,85.69,84.61,84.91,2663000,82.4636
2015-08-11,85.33,85.33,83.62,83.89,3148100,81.473
2015-08-12,84.04,84.26,82.5,83.4,5438700,80.9971
2015-08-13,83.68,84.81,83.67,84.44,7281600,82.0071
2015-08-14,84.25,84.41,82.5,82.99,3919000,80.5989
2015-08-17,82.57,82.57,80.81,81.76,8057700,79.4043
2015-08-18,81.66,81.87,80.12,80.59,5063900,78.268
2015-08-19,80.1,81.19,78.76,79.08,8401300,76.8015
2015-08-20,79.0,79.87,78.55,79.49,7199400,77.1997
2015-08-21,79.0,79.0,76.0,77.03,11656300,74.8106
2015-08-24,73.21,76.99,72.19,76.51,9121500,74.3056
2015-08-25,79.49,79.8,77.01,78.71,14579500,76.4422
2015-08-26,78.71,79.71,78.0,78.93,7140600,76.6559
2015-08-27,79.5,81.19,78.6,80.72,21634800,78.3943
2015-08-28,80.85,80.99,79.5,79.85,8154800,77.5494
2015-08-31,79.05,80.74,78.7,80.41,7301100,78.0932
2015-09-01,78.99,79.88,77.3,77.71,6105300,75.471
2015-09-02,77.83,78.8,76.01,77.15,5307300,74.9272
2015-09-03,77.6,79.61,77.6,78.08,4422900,75.8304
